Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Fuel Consumption City (kWh/100 km),Fuel Consumption Hwy (kWh/100 km),Fuel Consumption Comb (kWh/100 km)
2023,Manufacturer_6,Model_1,SUV - STANDARD,2.6,8,A,Diesel,10.7,7.9,9.4,163,7,7,,,
2024,Manufacturer_4,Model_22,SUV - STANDARD,5.0,6,A,Diesel,10.8,7.5,9.3,161,7,10,,,
2024,Manufacturer_11,Model_34,SUV - STANDARD,5.0,3,M,Diesel,10.4,7.2,9.0,162,7,9,,,
2024,Manufacturer_5,Model_57,SUV - STANDARD,3.1,8,AM,Diesel,11.0,7.6,9.5,170,7,6,,,
2024,Manufacturer_2,Model_11,SUV - STANDARD,5.0,6,M,Diesel,10.7,7.1,9.1,167,7,9,,,
2021,Manufacturer_14,Model_67,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.8,17.2,17.5
2021,Manufacturer_14,Model_61,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.1,15.7,16.5
2021,Manufacturer_5,Model_11,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.9,14.2,16.2
2021,Manufacturer_1,Model_65,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.0,17.3,17.1
2021,Manufacturer_10,Model_87,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.9,15.6,16.9
2022,Manufacturer_13,Model_58,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,19.9,13.7,17.1
2022,Manufacturer_4,Model_25,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,15.9,17.9,16.8
2022,Manufacturer_11,Model_56,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,15.6,15.1,15.4
2022,Manufacturer_3,Model_77,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,16.0,17.1,16.5
2022,Manufacturer_15,Model_9,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,16.3,17.6,16.9
2023,Manufacturer_9,Model_42,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,15.4,15.8,15.6
2023,Manufacturer_15,Model_2,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,19.3,15.6,17.6
2023,Manufacturer_9,Model_54,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,18.9,16.1,17.6
2023,Manufacturer_10,Model_76,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,15.6,13.7,14.7
2023,Manufacturer_2,Model_14,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.9,17.8,17.9
2024,Manufacturer_5,Model_69,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,17.8,13.5,15.9
2024,Manufacturer_5,Model_50,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,19.4,17.4,18.5
2024,Manufacturer_8,Model_5,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,18.3,15.9,17.2
2024,Manufacturer_10,Model_78,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,15.9,15.0,15.5
2024,Manufacturer_7,Model_43,SUV - STANDARD,0.0,0,A,Electric,,,,0,10,10,18.4,15.0,16.9
2021,Manufacturer_6,Model_39,SUV - STANDARD,2.6,6,AM,Natural Gas,13.1,8.9,11.2,166,7,10,,,
2021,Manufacturer_5,Model_96,SUV - STANDARD,5.1,8,AM,Natural Gas,13.4,10.0,11.9,174,7,7,,,
2021,Manufacturer_15,Model_53,SUV - STANDARD,4.7,8,M,Natural Gas,13.3,8.8,11.3,169,7,8,,,
2021,Manufacturer_9,Model_52,SUV - STANDARD,5.0,4,M,Natural Gas,13.1,8.7,11.1,163,7,3,,,
2021,Manufacturer_1,Model_59,SUV - STANDARD,3.0,3,AM,Natural Gas,13.6,9.1,11.6,166,7,6,,,
2022,Manufacturer_2,Model_88,SUV - STANDARD,3.3,3,A,Natural Gas,13.5,9.5,11.7,178,7,8,,,
2022,Manufacturer_9,Model_45,SUV - STANDARD,4.0,6,A,Natural Gas,13.1,9.8,11.6,174,7,7,,,
2022,Manufacturer_3,Model_74,SUV - STANDARD,4.7,4,A,Natural Gas,13.4,9.1,11.5,171,7,6,,,
2022,Manufacturer_13,Model_99,SUV - STANDARD,4.5,3,AM,Natural Gas,12.8,8.8,11.0,157,7,5,,,
2022,Manufacturer_13,Model_40,SUV - STANDARD,4.4,6,AM,Natural Gas,13.3,8.7,11.2,164,7,9,,,
2023,Manufacturer_9,Model_80,SUV - STANDARD,5.1,8,M,Natural Gas,13.1,8.8,11.2,165,7,4,,,
2023,Manufacturer_9,Model_83,SUV - STANDARD,2.5,6,AM,Natural Gas,13.8,10.3,12.2,189,7,4,,,
2023,Manufacturer_5,Model_34,SUV - STANDARD,3.9,6,A,Natural Gas,12.9,8.7,11.0,162,7,5,,,
2023,Manufacturer_13,Model_77,SUV - STANDARD,4.1,8,M,Natural Gas,12.8,8.4,10.8,168,7,8,,,
2023,Manufacturer_5,Model_54,SUV - STANDARD,4.5,8,AM,Natural Gas,13.4,9.6,11.7,184,7,3,,,
2024,Manufacturer_12,Model_29,SUV - STANDARD,4.2,8,M,Natural Gas,13.8,10.1,12.1,179,7,8,,,
2024,Manufacturer_3,Model_38,SUV - STANDARD,4.0,3,AM,Natural Gas,13.6,10.0,12.0,187,7,5,,,
2024,Manufacturer_11,Model_43,SUV - STANDARD,4.7,3,A,Natural Gas,13.4,9.5,11.6,181,7,8,,,
2024,Manufacturer_6,Model_34,SUV - STANDARD,3.2,6,AM,Natural Gas,13.6,9.4,11.7,182,7,4,,,
2024,Manufacturer_2,Model_61,SUV - STANDARD,3.9,4,M,Natural Gas,13.6,9.6,11.8,185,7,4,,,
2021,Manufacturer_4,Model_44,PICKUP TRUCK - SMALL,4.1,8,M,Regular Gasoline,11.4,8.4,10.1,214,6,10,,,
2021,Manufacturer_6,Model_81,PICKUP TRUCK - SMALL,2.9,4,AM,Regular Gasoline,11.9,7.9,10.1,213,6,3,,,
2021,Manufacturer_13,Model_21,PICKUP TRUCK - SMALL,2.5,8,A,Regular Gasoline,11.2,8.1,9.8,208,6,5,,,
2021,Manufacturer_7,Model_1,PICKUP TRUCK - SMALL,4.3,3,M,Regular Gasoline,11.7,8.1,10.1,233,6,6,,,
2021,Manufacturer_9,Model_25,PICKUP TRUCK - SMALL,4.7,3,M,Regular Gasoline,12.0,8.9,10.6,239,6,3,,,
2021,Manufacturer_3,Model_14,PICKUP TRUCK - SMALL,4.4,8,M,Regular Gasoline,11.2,8.1,9.8,212,6,7,,,
2021,Manufacturer_12,Model_67,PICKUP TRUCK - SMALL,3.0,6,AM,Regular Gasoline,11.9,8.1,10.2,220,6,5,,,
2021,Manufacturer_15,Model_52,PICKUP TRUCK - SMALL,3.5,3,A,Regular Gasoline,12.0,8.2,10.3,220,6,6,,,
2022,Manufacturer_3,Model_16,PICKUP TRUCK - SMALL,4.7,6,M,Regular Gasoline,11.1,8.0,9.7,215,6,3,,,
2022,Manufacturer_10,Model_7,PICKUP TRUCK - SMALL,3.6,3,M,Regular Gasoline,11.7,8.5,10.3,229,6,3,,,
2022,Manufacturer_5,Model_61,PICKUP TRUCK - SMALL,2.6,4,A,Regular Gasoline,11.1,7.7,9.6,203,6,3,,,
2022,Manufacturer_10,Model_90,PICKUP TRUCK - SMALL,3.4,4,AM,Regular Gasoline,11.7,8.4,10.2,219,6,4,,,
2022,Manufacturer_8,Model_26,PICKUP TRUCK - SMALL,4.0,4,AM,Regular Gasoline,11.6,7.9,9.9,224,6,6,,,
2022,Manufacturer_15,Model_27,PICKUP TRUCK - SMALL,3.6,8,AM,Regular Gasoline,11.4,7.6,9.7,214,6,6,,,
2022,Manufacturer_11,Model_64,PICKUP TRUCK - SMALL,2.5,4,A,Regular Gasoline,11.7,8.7,10.3,234,6,4,,,
2022,Manufacturer_5,Model_34,PICKUP TRUCK - SMALL,4.7,8,A,Regular Gasoline,11.0,7.4,9.4,201,6,4,,,
2023,Manufacturer_11,Model_41,PICKUP TRUCK - SMALL,4.9,8,M,Regular Gasoline,11.9,8.7,10.5,228,6,4,,,
2023,Manufacturer_11,Model_83,PICKUP TRUCK - SMALL,2.8,4,AM,Regular Gasoline,11.8,7.7,10.0,228,6,8,,,
2023,Manufacturer_6,Model_44,PICKUP TRUCK - SMALL,5.2,4,A,Regular Gasoline,12.0,8.1,10.2,230,6,9,,,
2023,Manufacturer_8,Model_54,PICKUP TRUCK - SMALL,3.7,4,A,Regular Gasoline,11.5,8.4,10.1,226,6,5,,,
2023,Manufacturer_7,Model_76,PICKUP TRUCK - SMALL,4.6,8,M,Regular Gasoline,11.0,8.2,9.7,206,6,10,,,
2023,Manufacturer_11,Model_94,PICKUP TRUCK - SMALL,3.0,4,AM,Regular Gasoline,11.4,7.8,9.8,205,6,10,,,
2023,Manufacturer_6,Model_2,PICKUP TRUCK - SMALL,2.8,4,M,Regular Gasoline,11.4,7.5,9.6,206,6,8,,,
2023,Manufacturer_12,Model_32,PICKUP TRUCK - SMALL,4.1,8,AM,Regular Gasoline,11.7,8.3,10.2,223,6,9,,,
2024,Manufacturer_1,Model_83,PICKUP TRUCK - SMALL,2.9,4,M,Regular Gasoline,11.9,8.8,10.5,234,6,10,,,
2024,Manufacturer_4,Model_43,PICKUP TRUCK - SMALL,5.1,6,A,Regular Gasoline,11.9,7.8,10.1,222,6,6,,,
2024,Manufacturer_8,Model_74,PICKUP TRUCK - SMALL,4.2,8,A,Regular Gasoline,11.4,8.3,10.0,211,6,10,,,
2024,Manufacturer_2,Model_52,PICKUP TRUCK - SMALL,3.8,8,A,Regular Gasoline,11.1,7.8,9.6,214,6,3,,,
2024,Manufacturer_15,Model_66,PICKUP TRUCK - SMALL,5.0,4,M,Regular Gasoline,11.8,8.8,10.5,234,6,10,,,
2024,Manufacturer_8,Model_43,PICKUP TRUCK - SMALL,5.4,8,M,Regular Gasoline,11.3,7.4,9.5,203,6,8,,,
2024,Manufacturer_6,Model_46,PICKUP TRUCK - SMALL,4.6,6,M,Regular Gasoline,11.1,8.1,9.8,210,6,8,,,
2024,Manufacturer_12,Model_96,PICKUP TRUCK - SMALL,4.6,8,A,Regular Gasoline,11.0,7.3,9.3,197,7,7,,,
2021,Manufacturer_13,Model_25,PICKUP TRUCK - SMALL,3.1,6,A,Diesel,10.2,7.0,8.8,158,7,9,,,
2021,Manufacturer_15,Model_58,PICKUP TRUCK - SMALL,2.6,8,M,Diesel,9.9,7.1,8.6,149,8,5,,,
2021,Manufacturer_7,Model_75,PICKUP TRUCK - SMALL,5.4,8,M,Diesel,9.3,6.7,8.1,147,8,5,,,
2021,Manufacturer_11,Model_77,PICKUP TRUCK - SMALL,4.6,6,M,Diesel,9.5,6.9,8.3,143,8,9,,,
2021,Manufacturer_7,Model_44,PICKUP TRUCK - SMALL,3.8,6,AM,Diesel,9.9,7.1,8.6,151,7,5,,,
2022,Manufacturer_14,Model_90,PICKUP TRUCK - SMALL,2.9,6,M,Diesel,9.9,7.3,8.7,157,7,6,,,
2022,Manufacturer_11,Model_17,PICKUP TRUCK - SMALL,3.1,4,M,Diesel,9.9,6.7,8.5,151,7,8,,,
2022,Manufacturer_11,Model_91,PICKUP TRUCK - SMALL,4.6,8,M,Diesel,10.0,7.1,8.7,158,7,7,,,
2022,Manufacturer_7,Model_19,PICKUP TRUCK - SMALL,5.1,3,M,Diesel,9.7,6.3,8.2,142,8,3,,,
2022,Manufacturer_5,Model_19,PICKUP TRUCK - SMALL,3.1,3,M,Diesel,10.0,6.7,8.5,150,7,7,,,
2023,Manufacturer_10,Model_87,PICKUP TRUCK - SMALL,3.1,4,M,Diesel,9.8,6.7,8.4,150,7,9,,,
2023,Manufacturer_11,Model_7,PICKUP TRUCK - SMALL,3.2,8,AM,Diesel,10.1,7.4,8.9,157,7,9,,,
2023,Manufacturer_1,Model_96,PICKUP TRUCK - SMALL,5.4,6,A,Diesel,10.2,6.9,8.7,157,7,10,,,
2023,Manufacturer_13,Model_76,PICKUP TRUCK - SMALL,5.0,4,M,Diesel,10.2,7.3,8.9,163,7,6,,,
2023,Manufacturer_3,Model_95,PICKUP TRUCK - SMALL,3.4,3,AM,Diesel,9.5,6.8,8.3,145,8,3,,,
2024,Manufacturer_5,Model_1,PICKUP TRUCK - SMALL,3.8,6,AM,Diesel,9.8,6.5,8.3,151,7,5,,,
2024,Manufacturer_11,Model_79,PICKUP TRUCK - SMALL,2.6,6,AM,Diesel,10.2,7.2,8.9,165,7,8,,,
2024,Manufacturer_9,Model_9,PICKUP TRUCK - SMALL,2.7,4,AM,Diesel,10.0,7.0,8.7,164,7,9,,,
2024,Manufacturer_6,Model_38,PICKUP TRUCK - SMALL,2.8,4,M,Diesel,9.5,6.4,8.1,143,8,10,,,
2024,Manufacturer_11,Model_45,PICKUP TRUCK - SMALL,5.5,8,A,Diesel,10.1,7.6,9.0,154,7,6,,,
2021,Manufacturer_7,Model_33,PICKUP TRUCK - SMALL,4.5,6,A,Natural Gas,11.9,8.8,10.5,165,7,8,,,
2021,Manufacturer_11,Model_25,PICKUP TRUCK - SMALL,4.0,6,M,Natural Gas,12.1,8.5,10.5,154,7,4,,,
2022,Manufacturer_1,Model_81,PICKUP TRUCK - SMALL,5.3,3,A,Natural Gas,11.7,8.7,10.3,155,7,6,,,
2022,Manufacturer_12,Model_95,PICKUP TRUCK - SMALL,5.1,8,M,Natural Gas,12.0,7.9,10.2,154,7,4,,,
2023,Manufacturer_2,Model_10,PICKUP TRUCK - SMALL,4.7,3,A,Natural Gas,11.7,8.1,10.1,149,8,7,,,
2023,Manufacturer_7,Model_58,PICKUP TRUCK - SMALL,4.2,8,AM,Natural Gas,12.2,8.2,10.4,152,7,8,,,
2024,Manufacturer_10,Model_9,PICKUP TRUCK - SMALL,2.6,3,M,Natural Gas,12.3,8.7,10.7,163,7,4,,,
2024,Manufacturer_10,Model_12,PICKUP TRUCK - SMALL,3.6,6,AM,Natural Gas,12.1,8.2,10.3,157,7,9,,,
2021,Manufacturer_12,Model_51,PICKUP TRUCK - STANDARD,5.0,6,M,Regular Gasoline,13.3,8.9,11.3,242,6,5,,,
2021,Manufacturer_11,Model_48,PICKUP TRUCK - STANDARD,3.4,3,M,Regular Gasoline,14.5,10.8,12.8,292,5,5,,,
2021,Manufacturer_2,Model_40,PICKUP TRUCK - STANDARD,2.9,4,M,Regular Gasoline,13.3,9.4,11.5,254,5,8,,,
2021,Manufacturer_3,Model_29,PICKUP TRUCK - STANDARD,3.1,6,A,Regular Gasoline,14.6,10.7,12.8,272,5,4,,,
2021,Manufacturer_15,Model_71,PICKUP TRUCK - STANDARD,3.0,8,M,Regular Gasoline,14.4,10.6,12.7,289,5,4,,,
2021,Manufacturer_8,Model_43,PICKUP TRUCK - STANDARD,3.4,6,A,Regular Gasoline,13.4,8.8,11.3,254,5,6,,,
2021,Manufacturer_8,Model_43,PICKUP TRUCK - STANDARD,2.8,6,M,Regular Gasoline,14.2,10.5,12.5,270,5,5,,,
2021,Manufacturer_1,Model_41,PICKUP TRUCK - STANDARD,4.2,4,A,Regular Gasoline,13.8,9.4,11.8,258,5,9,,,
2022,Manufacturer_8,Model_60,PICKUP TRUCK - STANDARD,3.3,8,AM,Regular Gasoline,13.8,9.9,12.0,260,5,7,,,
2022,Manufacturer_5,Model_18,PICKUP TRUCK - STANDARD,4.0,4,AM,Regular Gasoline,13.5,9.6,11.7,247,6,4,,,
2022,Manufacturer_14,Model_75,PICKUP TRUCK - STANDARD,4.7,8,M,Regular Gasoline,14.5,10.7,12.8,285,5,6,,,
2022,Manufacturer_8,Model_84,PICKUP TRUCK - STANDARD,5.2,4,AM,Regular Gasoline,14.1,9.9,12.2,282,5,9,,,
2022,Manufacturer_8,Model_65,PICKUP TRUCK - STANDARD,3.2,3,AM,Regular Gasoline,14.4,10.4,12.6,271,5,8,,,
2022,Manufacturer_10,Model_88,PICKUP TRUCK - STANDARD,4.0,4,M,Regular Gasoline,14.2,10.4,12.5,283,5,5,,,
2022,Manufacturer_3,Model_95,PICKUP TRUCK - STANDARD,3.8,8,AM,Regular Gasoline,13.6,10.1,12.0,268,5,3,,,
2022,Manufacturer_1,Model_86,PICKUP TRUCK - STANDARD,3.2,4,M,Regular Gasoline,14.0,9.2,11.8,256,5,8,,,
2023,Manufacturer_11,Model_42,PICKUP TRUCK - STANDARD,3.7,3,M,Regular Gasoline,14.6,10.8,12.9,271,5,7,,,
2023,Manufacturer_11,Model_49,PICKUP TRUCK - STANDARD,5.0,6,M,Regular Gasoline,13.7,9.7,11.9,253,5,4,,,
2023,Manufacturer_6,Model_45,PICKUP TRUCK - STANDARD,4.0,8,AM,Regular Gasoline,13.8,10.2,12.2,269,5,3,,,
2023,Manufacturer_11,Model_36,PICKUP TRUCK - STANDARD,4.0,4,A,Regular Gasoline,13.5,9.0,11.5,242,6,5,,,
2023,Manufacturer_7,Model_43,PICKUP TRUCK - STANDARD,3.0,3,AM,Regular Gasoline,14.1,10.3,12.4,277,5,10,,,
2023,Manufacturer_4,Model_6,PICKUP TRUCK - STANDARD,3.9,4,M,Regular Gasoline,14.1,10.1,12.3,268,5,5,,,
2023,Manufacturer_3,Model_34,PICKUP TRUCK - STANDARD,2.9,4,M,Regular Gasoline,14.0,10.3,12.3,261,5,9,,,
2023,Manufacturer_11,Model_37,PICKUP TRUCK - STANDARD,4.3,3,A,Regular Gasoline,14.1,9.2,11.9,268,5,10,,,
2024,Manufacturer_7,Model_77,PICKUP TRUCK - STANDARD,4.3,4,M,Regular Gasoline,14.0,9.8,12.1,259,5,5,,,
2024,Manufacturer_15,Model_59,PICKUP TRUCK - STANDARD,4.4,3,A,Regular Gasoline,14.0,9.3,11.9,267,5,9,,,
2024,Manufacturer_9,Model_88,PICKUP TRUCK - STANDARD,3.7,8,A,Regular Gasoline,13.5,9.0,11.5,262,5,4,,,
2024,Manufacturer_9,Model_65,PICKUP TRUCK - STANDARD,3.0,3,A,Regular Gasoline,14.6,10.4,12.7,290,5,10,,,
2024,Manufacturer_13,Model_87,PICKUP TRUCK - STANDARD,4.5,8,M,Regular Gasoline,14.6,10.3,12.7,265,5,9,,,
2024,Manufacturer_13,Model_62,PICKUP TRUCK - STANDARD,3.6,8,AM,Regular Gasoline,13.4,9.4,11.6,248,6,4,,,
2024,Manufacturer_2,Model_37,PICKUP TRUCK - STANDARD,3.8,8,AM,Regular Gasoline,13.7,10.0,12.0,275,5,6,,,
2024,Manufacturer_9,Model_1,PICKUP TRUCK - STANDARD,2.5,8,M,Regular Gasoline,14.3,9.3,12.1,267,5,6,,,
2021,Manufacturer_5,Model_69,PICKUP TRUCK - STANDARD,3.7,8,M,Diesel,11.4,7.9,9.8,178,7,8,,,
2021,Manufacturer_9,Model_72,PICKUP TRUCK - STANDARD,4.3,8,A,Diesel,12.5,8.6,10.7,187,7,8,,,
2021,Manufacturer_13,Model_91,PICKUP TRUCK - STANDARD,4.2,8,M,Diesel,11.9,8.9,10.6,192,7,5,,,
2021,Manufacturer_12,Model_21,PICKUP TRUCK - STANDARD,5.1,3,A,Diesel,12.1,8.8,10.6,190,7,9,,,
2021,Manufacturer_1,Model_21,PICKUP TRUCK - STANDARD,4.9,8,M,Diesel,12.3,8.8,10.7,196,7,3,,,
2021,Manufacturer_2,Model_9,PICKUP TRUCK - STANDARD,4.9,6,A,Diesel,12.3,8.6,10.6,193,7,8,,,
2021,Manufacturer_10,Model_84,PICKUP TRUCK - STANDARD,2.7,6,M,Diesel,11.3,7.8,9.7,183,7,3,,,
2022,Manufacturer_4,Model_85,PICKUP TRUCK - STANDARD,5.3,6,A,Diesel,12.3,8.8,10.7,191,7,3,,,
2022,Manufacturer_11,Model_5,PICKUP TRUCK - STANDARD,4.9,6,A,Diesel,11.9,8.6,10.4,189,7,3,,,
2022,Manufacturer_11,Model_51,PICKUP TRUCK - STANDARD,5.4,8,M,Diesel,11.4,7.7,9.7,173,7,6,,,
2022,Manufacturer_5,Model_93,PICKUP TRUCK - STANDARD,4.1,6,AM,Diesel,12.2,8.0,10.3,178,7,7,,,
2022,Manufacturer_1,Model_34,PICKUP TRUCK - STANDARD,3.2,4,AM,Diesel,12.5,8.7,10.8,193,7,4,,,
2022,Manufacturer_9,Model_33,PICKUP TRUCK - STANDARD,4.2,6,M,Diesel,11.9,8.1,10.2,177,7,10,,,
2022,Manufacturer_13,Model_59,PICKUP TRUCK - STANDARD,5.4,8,M,Diesel,12.0,8.7,10.5,194,7,3,,,
2023,Manufacturer_4,Model_87,PICKUP TRUCK - STANDARD,3.9,4,AM,Diesel,11.6,8.0,10.0,185,7,9,,,
2023,Manufacturer_4,Model_37,PICKUP TRUCK - STANDARD,5.4,3,AM,Diesel,11.9,7.7,10.0,186,7,8,,,
2023,Manufacturer_15,Model_74,PICKUP TRUCK - STANDARD,2.7,6,A,Diesel,12.4,8.7,10.7,190,7,6,,,
2023,Manufacturer_4,Model_30,PICKUP TRUCK - STANDARD,4.0,4,A,Diesel,11.5,8.3,10.1,189,7,8,,,
2023,Manufacturer_11,Model_64,PICKUP TRUCK - STANDARD,3.0,3,M,Diesel,11.4,8.5,10.1,185,7,3,,,
2023,Manufacturer_15,Model_74,PICKUP TRUCK - STANDARD,5.0,6,AM,Diesel,11.7,8.0,10.0,187,7,5,,,
2023,Manufacturer_10,Model_17,PICKUP TRUCK - STANDARD,5.5,3,M,Diesel,12.4,8.4,10.6,185,7,9,,,
2024,Manufacturer_11,Model_100,PICKUP TRUCK - STANDARD,3.9,4,AM,Diesel,11.9,8.3,10.3,183,7,4,,,
2024,Manufacturer_4,Model_49,PICKUP TRUCK - STANDARD,4.6,3,AM,Diesel,11.9,8.6,10.4,178,7,8,,,
2024,Manufacturer_8,Model_79,PICKUP TRUCK - STANDARD,4.3,6,AM,Diesel,11.6,8.2,10.1,177,7,5,,,
2024,Manufacturer_14,Model_52,PICKUP TRUCK - STANDARD,4.0,6,AM,Diesel,11.6,8.4,10.2,181,7,5,,,
2024,Manufacturer_12,Model_35,PICKUP TRUCK - STANDARD,4.2,4,M,Diesel,12.5,9.0,10.9,202,6,9,,,
2024,Manufacturer_8,Model_2,PICKUP TRUCK - STANDARD,5.1,4,AM,Diesel,11.5,8.4,10.1,186,7,10,,,
2024,Manufacturer_6,Model_63,PICKUP TRUCK - STANDARD,2.9,6,AM,Diesel,12.4,8.8,10.8,195,7,3,,,
2021,Manufacturer_14,Model_81,PICKUP TRUCK - STANDARD,2.8,3,AM,Natural Gas,14.2,9.5,12.1,177,7,8,,,
2021,Manufacturer_6,Model_3,PICKUP TRUCK - STANDARD,3.3,8,A,Natural Gas,14.5,10.2,12.6,195,7,8,,,
2021,Manufacturer_11,Model_69,PICKUP TRUCK - STANDARD,5.1,4,AM,Natural Gas,15.4,10.3,13.1,198,7,8,,,
2021,Manufacturer_2,Model_49,PICKUP TRUCK - STANDARD,3.5,6,AM,Natural Gas,14.7,10.7,12.9,192,7,5,,,
2021,Manufacturer_10,Model_74,PICKUP TRUCK - STANDARD,5.1,8,A,Natural Gas,14.9,11.1,13.2,196,7,4,,,
2021,Manufacturer_5,Model_78,PICKUP TRUCK - STANDARD,3.0,8,AM,Natural Gas,14.3,9.7,12.2,179,7,10,,,
2021,Manufacturer_8,Model_53,PICKUP TRUCK - STANDARD,4.8,4,A,Natural Gas,15.3,11.1,13.4,201,6,3,,,
2021,Manufacturer_12,Model_11,PICKUP TRUCK - STANDARD,2.9,4,A,Natural Gas,14.3,9.7,12.2,187,7,9,,,
2022,Manufacturer_1,Model_99,PICKUP TRUCK - STANDARD,2.8,8,M,Natural Gas,14.1,10.4,12.4,187,7,4,,,
2022,Manufacturer_7,Model_40,PICKUP TRUCK - STANDARD,2.8,4,A,Natural Gas,14.9,9.8,12.6,197,7,7,,,
2022,Manufacturer_1,Model_85,PICKUP TRUCK - STANDARD,3.8,6,AM,Natural Gas,14.2,10.0,12.3,178,7,10,,,
2022,Manufacturer_3,Model_90,PICKUP TRUCK - STANDARD,3.9,4,M,Natural Gas,15.2,11.3,13.4,202,6,10,,,
2022,Manufacturer_11,Model_69,PICKUP TRUCK - STANDARD,4.4,6,AM,Natural Gas,14.9,10.5,12.9,194,7,10,,,
2022,Manufacturer_5,Model_20,PICKUP TRUCK - STANDARD,4.1,6,A,Natural Gas,15.1,10.5,13.0,192,7,3,,,
2022,Manufacturer_9,Model_2,PICKUP TRUCK - STANDARD,4.1,8,AM,Natural Gas,15.1,10.0,12.8,188,7,7,,,
2022,Manufacturer_1,Model_71,PICKUP TRUCK - STANDARD,2.5,6,A,Natural Gas,14.6,9.9,12.5,182,7,9,,,
2023,Manufacturer_11,Model_50,PICKUP TRUCK - STANDARD,5.1,8,A,Natural Gas,14.6,9.9,12.5,192,7,7,,,
2023,Manufacturer_10,Model_89,PICKUP TRUCK - STANDARD,2.7,6,AM,Natural Gas,14.9,10.5,12.9,199,7,7,,,
2023,Manufacturer_11,Model_59,PICKUP TRUCK - STANDARD,3.7,8,AM,Natural Gas,15.2,10.2,12.9,189,7,10,,,
2023,Manufacturer_3,Model_14,PICKUP TRUCK - STANDARD,3.1,6,AM,Natural Gas,14.0,9.2,11.8,178,7,5,,,
2023,Manufacturer_8,Model_28,PICKUP TRUCK - STANDARD,4.6,6,AM,Natural Gas,15.0,10.1,12.8,185,7,7,,,
2023,Manufacturer_1,Model_43,PICKUP TRUCK - STANDARD,4.9,3,A,Natural Gas,14.7,10.1,12.6,193,7,3,,,
2023,Manufacturer_15,Model_33,PICKUP TRUCK - STANDARD,3.3,8,A,Natural Gas,14.5,10.2,12.6,183,7,4,,,
2023,Manufacturer_4,Model_95,PICKUP TRUCK - STANDARD,5.4,3,A,Natural Gas,15.0,10.3,12.9,203,6,10,,,
2024,Manufacturer_7,Model_88,PICKUP TRUCK - STANDARD,4.7,6,AM,Natural Gas,14.1,10.1,12.3,179,7,5,,,
2024,Manufacturer_5,Model_62,PICKUP TRUCK - STANDARD,4.4,6,A,Natural Gas,14.0,10.4,12.4,186,7,8,,,
2024,Manufacturer_11,Model_56,PICKUP TRUCK - STANDARD,5.2,6,A,Natural Gas,15.2,10.2,12.9,186,7,5,,,
2024,Manufacturer_1,Model_75,PICKUP TRUCK - STANDARD,4.9,8,M,Natural Gas,14.8,10.2,12.7,186,7,5,,,
2024,Manufacturer_10,Model_44,PICKUP TRUCK - STANDARD,3.6,3,A,Natural Gas,14.1,9.4,12.0,173,7,8,,,
2024,Manufacturer_4,Model_41,PICKUP TRUCK - STANDARD,4.4,6,AM,Natural Gas,15.0,10.9,13.2,191,7,6,,,
2024,Manufacturer_1,Model_63,PICKUP TRUCK - STANDARD,2.6,8,M,Natural Gas,14.5,10.5,12.7,186,7,7,,,
2024,Manufacturer_6,Model_94,PICKUP TRUCK - STANDARD,4.1,8,AM,Natural Gas,14.7,10.4,12.8,193,7,5,,,
2021,Manufacturer_8,Model_1,MINIVAN,2.8,8,M,Regular Gasoline,11.9,8.7,10.5,232,6,5,,,
2021,Manufacturer_6,Model_93,MINIVAN,3.3,3,M,Regular Gasoline,12.1,8.3,10.4,232,6,9,,,
2021,Manufacturer_5,Model_42,MINIVAN,2.3,8,M,Regular Gasoline,12.2,8.9,10.7,227,6,8,,,
2022,Manufacturer_3,Model_23,MINIVAN,2.2,3,A,Regular Gasoline,12.0,7.9,10.2,232,6,4,,,
2022,Manufacturer_11,Model_63,MINIVAN,2.7,6,A,Regular Gasoline,11.5,8.1,10.0,227,6,8,,,
2022,Manufacturer_11,Model_63,MINIVAN,2.3,3,AM,Regular Gasoline,12.3,8.0,10.4,238,6,3,,,
